2024-08-15 19:54:06: -- Analysis Started by User Command
2024-08-15 19:54:06: L: Reading State File D:/public_html/_gsdata_/_file_state_v4._gs
2024-08-15 19:54:06: L: Reading State File D:/public_html/files/advbook and merge it with the root state
2024-08-15 19:54:06: R: Reading State File D:/gitrepo/srsarangi.github.io/_gsdata_/_file_state_v4._gs
2024-08-15 19:54:06: R: State file does not exist: D:/gitrepo/srsarangi.github.io/_gsdata_/_file_state_v4._gs
2024-08-15 19:54:06: /openings.template.html: Warning: Older file to replace Newer file
2024-08-15 19:54:06: /os-videos.html: Warning: Older file to replace Newer file
2024-08-15 19:54:06: /os-videos.html~: Warning: Older file to replace Newer file
2024-08-15 19:54:06: /otm.html: Warning: Older file to replace Newer file
2024-08-15 19:54:06: /patents.html: Warning: Older file to replace Newer file
2024-08-15 19:54:06: /patents.template.html: Warning: Older file to replace Newer file
2024-08-15 19:54:06: /phd_india_us.html: Warning: Older file to replace Newer file
2024-08-15 19:54:06: /phd_india_us.template.html: Warning: Older file to replace Newer file
2024-08-15 19:54:06: /phd_investment.html: Warning: Older file to replace Newer file
2024-08-15 19:54:06: /phd_investment.template.html: Warning: Older file to replace Newer file
2024-08-15 19:54:06: /phd_true_meaning.html: Warning: Older file to replace Newer file
2024-08-15 19:54:06: /phd_true_meaning.template.html: Warning: Older file to replace Newer file
2024-08-15 19:54:06: /phdexam.template.html: Warning: Older file to replace Newer file
2024-08-15 19:54:06: /phdfaqs.html: Warning: Older file to replace Newer file
2024-08-15 19:54:06: /phdfaqs.template.html: Warning: Older file to replace Newer file
2024-08-15 19:54:06: /phdhowto.html: Warning: Older file to replace Newer file
2024-08-15 19:54:06: /phdhowto.template.html: Warning: Older file to replace Newer file
2024-08-15 19:54:06: /projects.html: Warning: Older file to replace Newer file
2024-08-15 19:54:06: /projects.template.html: Warning: Older file to replace Newer file
2024-08-15 19:54:06: /publications.html: Warning: Older file to replace Newer file
2024-08-15 19:54:06: /publications.template.html: Warning: Older file to replace Newer file
2024-08-15 19:54:06: /research.html: Warning: Older file to replace Newer file
2024-08-15 19:54:06: /research.template.html: Warning: Older file to replace Newer file
2024-08-15 19:54:06: /research_sidebar.html: Warning: Older file to replace Newer file
2024-08-15 19:54:06: /short_term_course.html: Warning: Older file to replace Newer file
2024-08-15 19:54:06: /short_term_course.template.html: Warning: Older file to replace Newer file
2024-08-15 19:54:06: /sidebar.html: Warning: Older file to replace Newer file
2024-08-15 19:54:06: /software.html: Warning: Older file to replace Newer file
2024-08-15 19:54:06: /software.template.html: Warning: Older file to replace Newer file
2024-08-15 19:54:06: /sric.html: Warning: Older file to replace Newer file
2024-08-15 19:54:06: /sric.template.html: Warning: Older file to replace Newer file
2024-08-15 19:54:06: /startups.html: Warning: Older file to replace Newer file
2024-08-15 19:54:06: /startups.template.html: Warning: Older file to replace Newer file
2024-08-15 19:54:06: /sub.pl: Warning: Older file to replace Newer file
2024-08-15 19:54:06: /subpage.html: Warning: Older file to replace Newer file
2024-08-15 19:54:06: /subpage.template.html: Warning: Older file to replace Newer file
2024-08-15 19:54:06: /summer_students.html: Warning: Older file to replace Newer file
2024-08-15 19:54:06: /summer_students.template.html: Warning: Older file to replace Newer file
2024-08-15 19:54:06: /teaching.html: Warning: Older file to replace Newer file
2024-08-15 19:54:06: /teaching.template.html: Warning: Older file to replace Newer file
2024-08-15 19:54:06: /test.html: Warning: Older file to replace Newer file
2024-08-15 19:54:06: /videocourses.html: Warning: Older file to replace Newer file
2024-08-15 19:54:06: /videocourses.html~: Warning: Older file to replace Newer file
2024-08-15 19:54:06: /videocourses.template.html: Warning: Older file to replace Newer file
2024-08-15 19:54:06: /why_do_phd.html: Warning: Older file to replace Newer file
2024-08-15 19:54:06: /why_do_phd.template.html: Warning: Older file to replace Newer file
2024-08-15 19:54:06: /workshops.html: Warning: Older file to replace Newer file
2024-08-15 19:54:06: /workshops.template.html: Warning: Older file to replace Newer file
2024-08-15 19:54:06: /worldclassphd.template.html: Warning: Older file to replace Newer file
2024-08-15 19:54:06: Changes: 834, Conflicts: 0, CopyTime: 0, FixState: 2,049, Errors: 0, All: 2891
2024-08-15 19:54:06: Left to Right: Copy File: 617 Delete File: 217 
2024-08-15 19:54:06: -- Analysis Complete. Time 00:00:00, Speed: Many files/s
