2024-08-15 20:05:25: -- Analysis Started by User Command
2024-08-15 20:05:25: L: Reading State File D:/public_html/_gsdata_/_file_state_v4._gs
2024-08-15 20:05:25: L: Reading State File D:/public_html/files/advbook and merge it with the root state
2024-08-15 20:05:25: R: Reading State File D:/gitrepo/srsarangi.github.io/_gsdata_/_file_state_v4._gs
2024-08-15 20:05:25: R: State file does not exist: D:/gitrepo/srsarangi.github.io/_gsdata_/_file_state_v4._gs
2024-08-15 20:05:25: /advbook/wpv2.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /archbook/archbook.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /archbook/brochure.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /archbook/chapters/appendix.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /archbook/chapters/arithmetic.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /archbook/chapters/arm.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /archbook/chapters/bits.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /archbook/chapters/digital-logic.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /archbook/chapters/intro.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /archbook/chapters/iosystems.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /archbook/chapters/memory-system.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /archbook/chapters/multiprocessors.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /archbook/chapters/pipelining.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /archbook/chapters/procdesign.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /archbook/chapters/riscv.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /archbook/chapters/simplerisc.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /archbook/chapters/x86.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /archbook/cover.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /archbook/software/emuSimpleRisc.zip: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /archbook/software/interpreter.zip: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /archbook/software/riscv-emulator-v2.zip: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /archbook/software/riscv-emulator-v3.1.zip: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /archbook/software/riscv-emulator-v3.zip: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /archbook/software/riscv-emulator.zip: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /archbook/software/ritesh-processor.zip: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /archbook/software/tushar-processor.zip: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /archbook/software/vhdl-processor.zip: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /archbook/tableofcontents.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /archbook/wf.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /archbooksoft.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /archbooksoft.template.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /articles.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /articles.template.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /browserbook/cover.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /browserbook/cover.png: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /browserbook/cover.svg: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /browserbook/index.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /buyitlink.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /buyitlink.template.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /career_options.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /career_options.template.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /contact.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /contact.template.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /contact_research.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/Announce.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/arm_book.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/arm_ref_manual_book.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/Assigments.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/Aug 12th.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/Aug10_notes.tar.gz: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/aug17-delhi.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/aug17.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/aug18.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/aug23-delhi.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/Aug24-delhi.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/August-24-ropar.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/course.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/course_schedule.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/cs211.tgz: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/csl211.css: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/dynamic_trace_5000.txt: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/exams_grade.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/gdb-intro.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/homework/1111010720_Routledge Critical Thinkers - 2002 - Judith Butler.doc: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/homework/hw3.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/homework/hw4.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/homework/hw4_old.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/hw1.tgz: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/img/bg.gif: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/img/coreduo2-die-small.jpg: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/img/footerbg-2columns.jpg: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/img/footerbg.jpg: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/img/front-2columns.jpg: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/img/front.jpg: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/img/menubg.gif: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/img/menubg2.gif: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/img/processor.jpg: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/img/textbook.jpg: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/intro.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/Labs.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/lec/emailingsept21stdehsept20thdelhi.zip: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/lec/LecAug30_2011.ppt: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/lec/Nov-15th-delhi.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/lec/Nov-16th-delhi.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/lec/Nov-9th-delhi.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/lec/Nov1st-delhi.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/lec/Nov2nd-delhi.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/lec/Oct 18th-delhi.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/lec/Oct 19th-delhi.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/lec/Oct-10-delhi.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/lec/Oct-12-delhi.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/lec/Oct4th-delhi.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/lec/Sep-29-delhi.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/lec/Sept 13th-delhi.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/lec/Sept 14th-delhi.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/lec/Sept 21st-Delhi.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/lec/Sept 7th-delhi.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/lec/Sept-20th-delhi.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/lec/sept-28-delhi.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/lec/Sept-6th-delhi.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/lec_ropar/Aug-27-ropar.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/lec_ropar/emailingsept19roparsept_21st_ropar.zip: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/lec_ropar/Nov-14th-ropar.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/lec_ropar/Nov-16th-ropar.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/lec_ropar/Nov-21-ropar.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/lec_ropar/Nov-23-ropar.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/lec_ropar/Nov2nd-ropar.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/lec_ropar/Oct 10th-Ropar.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/lec_ropar/Oct 17th-ropar.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/lec_ropar/Oct19-ropar.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/lec_ropar/Oct22-ropar.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/lec_ropar/Oct31-ropar.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/lec_ropar/Sept 14-ropar.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/lec_ropar/Sept 19-ropar.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/lec_ropar/Sept 7th-delhi.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/lec_ropar/sept-10th-ropar.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/lec_ropar/Sept-16-ropar.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/lec_ropar/Sept-26-ropar.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/lec_ropar/Sept-3rd-ropar.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/lec_ropar/Sept-6th-delhi.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/lec_ropar/sept-7th-ropar.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/lec_ropar/sept_21st_ropar.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/lecture1.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/lecture_aug9.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/lectures.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/lectures_ropar.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/main-old.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/main.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/PSD/variant-creative-header.psd: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/static_trace.txt: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/TA_info.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/tut_iitd/tut_nov15.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/tut_iitd/tut_oct17.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/tut_iitd/tut_sheet.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/tut_iitd/tut_sheet_2.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/Tutorial_Groups.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/Tutorial_Groups.old.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/tutorials.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/tutsched.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/variant-creative/2-columns.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/variant-creative/img/bg.gif: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/variant-creative/img/footerbg-2columns.jpg: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/variant-creative/img/footerbg.jpg: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/variant-creative/img/front-2columns.jpg: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/variant-creative/img/front.jpg: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/variant-creative/img/menubg.gif: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/variant-creative/img/menubg2.gif: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/variant-creative/img/test.jpg: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/variant-creative/index.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/variant-creative/PSD/variant-creative-header.psd: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/variant-creative/variant-creative.css: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/cs211/yehpatt.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2011/ft.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl211-2012/announcements.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl211-2012/assignments/ass1.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl211-2012/assignments/ass2.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl211-2012/assignments/ass2_sample.s: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl211-2012/assignments/ass3.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl211-2012/assignments.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl211-2012/aug17-ropar.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl211-2012/csl211.css: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl211-2012/exams_grade.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl211-2012/exec_trace.txt: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl211-2012/iit_ropar_notes.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl211-2012/index.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl211-2012/inst_trace.txt: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl211-2012/lecture_delhi/10_august_29.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl211-2012/lecture_delhi/11_sep_5.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl211-2012/lecture_delhi/12_sep_11.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl211-2012/lecture_delhi/13_sep_12.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl211-2012/lecture_delhi/14_sep_18.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl211-2012/lecture_delhi/15_sep_26.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl211-2012/lecture_delhi/16_sep_27.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl211-2012/lecture_delhi/17_oct_3.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl211-2012/lecture_delhi/18_oct_10.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl211-2012/lecture_delhi/19_oct_16.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl211-2012/lecture_delhi/1_july_25.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl211-2012/lecture_delhi/20_oct_17.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl211-2012/lecture_delhi/21_nov_2.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl211-2012/lecture_delhi/22_nov_3.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl211-2012/lecture_delhi/23_nov_6.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl211-2012/lecture_delhi/2_july_27.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl211-2012/lecture_delhi/3_july_31.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl211-2012/lecture_delhi/4_august_1.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl211-2012/lecture_delhi/5_august_7.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl211-2012/lecture_delhi/6_august_8.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl211-2012/lecture_delhi/7_august_17.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl211-2012/lecture_delhi/8_august_22.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl211-2012/lecture_delhi/9_august_28.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl211-2012/lecture_ropar/10_september_6.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl211-2012/lecture_ropar/11_september_7.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl211-2012/lecture_ropar/12_september_14.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl211-2012/lecture_ropar/13_september_27.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl211-2012/lecture_ropar/14_september_28.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl211-2012/lecture_ropar/15_oct_4.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl211-2012/lecture_ropar/16_oct_5.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl211-2012/lecture_ropar/17_oct_18.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl211-2012/lecture_ropar/18_oct_19.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl211-2012/lecture_ropar/19_oct_26.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl211-2012/lecture_ropar/1_august_3.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl211-2012/lecture_ropar/20_nov_1.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl211-2012/lecture_ropar/21_nov_2.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl211-2012/lecture_ropar/22_nov_8.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl211-2012/lecture_ropar/23_nov_9.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl211-2012/lecture_ropar/2_august_4.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl211-2012/lecture_ropar/3_august_9.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl211-2012/lecture_ropar/4_august_17.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl211-2012/lecture_ropar/5_august_23.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl211-2012/lecture_ropar/6_august_24.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl211-2012/lecture_ropar/7_august_30.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl211-2012/lecture_ropar/8_august_31.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl211-2012/lecture_ropar/9_september_1.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl211-2012/lectures.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl211-2012/main.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl211-2012/major-solutions.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl211-2012/ta_info.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl211-2012/tutorial/tutorial_1.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl211-2012/tutorial/tutorial_3.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl211-2012/tutorial/tutorial_4.pdf: Warning: Older file to replace Newer file
